"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2017-11-04 17:06:17 +01:00"

"Country / territory of asylum/residence",Origin,Year,Month,Value
Canada,Philippines,2012,June,8
Canada,Philippines,2012,July,10
Canada,Philippines,2012,August,6
Canada,Philippines,2012,September,3
Canada,Philippines,2012,October,9
Canada,Philippines,2012,November,10
Canada,Philippines,2012,December,4
"New Zealand","Sri Lanka",2012,February,2
"New Zealand","Sri Lanka",2012,March,4
"New Zealand","Sri Lanka",2012,April,1
"New Zealand","Sri Lanka",2012,May,1
"New Zealand","Sri Lanka",2012,July,5
"New Zealand","Sri Lanka",2012,August,1
"New Zealand",Chad,2012,July,1
"New Zealand",China,2012,January,1
"New Zealand",China,2012,February,3
"New Zealand",China,2012,March,1
"New Zealand",China,2012,April,4
"New Zealand",China,2012,May,8
"New Zealand",China,2012,June,5
"New Zealand",China,2012,July,4
"New Zealand",China,2012,August,1
"New Zealand",China,2012,September,2
"New Zealand",China,2012,October,1
"New Zealand",China,2012,November,1
"New Zealand",China,2012,December,2
"New Zealand","Sri Lanka",2012,September,5
"New Zealand",Chile,2012,October,2
"New Zealand",Cameroon,2012,June,1
"New Zealand","Dem. Rep. of the Congo",2012,March,1
"New Zealand",Colombia,2012,April,1
Canada,"Papua New Guinea",2012,August,1
"New Zealand","Sri Lanka",2012,October,2
"New Zealand","Sri Lanka",2012,November,1
"New Zealand","Sri Lanka",2012,December,3
"New Zealand",Mexico,2012,May,1
Poland,Belarus,2012,April,17
Poland,Belarus,2012,May,2
Poland,Belarus,2012,June,4
Poland,Belarus,2012,July,4
Poland,Belarus,2012,August,2
Poland,Belarus,2012,September,3
Poland,Belarus,2012,October,5
Poland,Belarus,2012,November,6
Poland,Belarus,2012,December,2
Poland,Bulgaria,2012,December,1
Poland,China,2012,November,1
Poland,Cameroon,2012,February,1
Poland,Cameroon,2012,March,1
Poland,Cameroon,2012,April,1
Canada,Greece,2012,January,4
Canada,Greece,2012,February,3
Canada,Greece,2012,March,5
Canada,Greece,2012,April,6
Canada,Greece,2012,May,8
Canada,Greece,2012,June,6
Canada,Greece,2012,July,5
Canada,Greece,2012,August,10
Canada,Greece,2012,September,3
Canada,Greece,2012,October,9
Canada,Greece,2012,November,12
Canada,Greece,2012,December,4
Portugal,Pakistan,2012,January,1
Portugal,Pakistan,2012,May,3
Portugal,Pakistan,2012,August,1
Portugal,Pakistan,2012,October,2
Portugal,Pakistan,2012,November,1
Portugal,Pakistan,2012,December,1
Portugal,"Russian Federation",2012,July,2
Portugal,"Russian Federation",2012,December,4
Portugal,Rwanda,2012,August,1
Portugal,"El Salvador",2012,June,1
Portugal,Senegal,2012,April,2
Portugal,Senegal,2012,June,1
Portugal,Senegal,2012,August,2
Portugal,Senegal,2012,November,2
Canada,Somalia,2012,January,25
Canada,Somalia,2012,February,26
Canada,Somalia,2012,March,36
Canada,Somalia,2012,April,31
Canada,Somalia,2012,May,29
Canada,Somalia,2012,June,23
Canada,Somalia,2012,July,47
Canada,Somalia,2012,August,30
Canada,Somalia,2012,September,36
Canada,Somalia,2012,October,63
Canada,Somalia,2012,November,47
Canada,Somalia,2012,December,20
"New Zealand",Malaysia,2012,January,1
"New Zealand",Malaysia,2012,October,1
"New Zealand",Malaysia,2012,November,1
"New Zealand",Malaysia,2012,December,1
"New Zealand",Myanmar,2012,January,1
"New Zealand",Myanmar,2012,October,2
"New Zealand",Nepal,2012,January,1
"New Zealand",Nepal,2012,May,2
"New Zealand",Nepal,2012,July,2
Canada,Grenada,2012,January,2
Canada,Grenada,2012,February,2
Canada,Grenada,2012,March,1
Canada,Grenada,2012,May,2
Canada,Grenada,2012,June,2
Canada,Grenada,2012,July,1
Canada,Grenada,2012,August,4
Canada,Grenada,2012,September,2
Canada,Grenada,2012,October,3
Canada,Grenada,2012,December,1
Canada,Spain,2012,January,3
Canada,Spain,2012,February,3
Canada,Spain,2012,March,3
Canada,Spain,2012,April,3
Canada,Spain,2012,May,1
Canada,Spain,2012,June,2
Canada,Spain,2012,July,2
Canada,Spain,2012,August,1
Canada,Spain,2012,September,5
Canada,Spain,2012,October,2
Canada,Spain,2012,November,1
Canada,Spain,2012,December,4
"New Zealand",Zimbabwe,2012,November,1
Poland,Afghanistan,2012,January,6
Poland,Afghanistan,2012,February,5
Poland,Afghanistan,2012,March,2
Poland,Afghanistan,2012,April,16
Poland,Afghanistan,2012,May,26
Poland,Afghanistan,2012,June,23
Poland,Afghanistan,2012,July,1
Poland,Afghanistan,2012,August,6
Poland,Afghanistan,2012,November,1
Poland,Afghanistan,2012,December,2
Portugal,"Sierra Leone",2012,April,1
Portugal,"Sierra Leone",2012,May,1
Portugal,"Sierra Leone",2012,July,1
Portugal,"Sierra Leone",2012,November,1
Portugal,Somalia,2012,January,6
Portugal,Somalia,2012,March,1
Portugal,Somalia,2012,July,1
Portugal,Somalia,2012,August,2
"New Zealand","Czech Rep.",2012,February,6
"New Zealand","Czech Rep.",2012,September,2
"New Zealand","Czech Rep.",2012,October,4
"New Zealand",Ethiopia,2012,February,1
"New Zealand",Ethiopia,2012,August,1
"New Zealand",Ethiopia,2012,September,1
"New Zealand",Ethiopia,2012,October,3
"New Zealand",Fiji,2012,January,3
"New Zealand",Fiji,2012,February,2
"New Zealand",Fiji,2012,March,7
"New Zealand",Fiji,2012,April,2
"New Zealand",Fiji,2012,May,5
"New Zealand",Fiji,2012,August,1
"New Zealand",Fiji,2012,December,1
"New Zealand",Palestinian,2012,March,2
"New Zealand",Palestinian,2012,May,1
"New Zealand",Palestinian,2012,October,1
"New Zealand","United Kingdom of Great Britain and Northern Ireland",2012,April,1
"New Zealand",Georgia,2012,June,2
"New Zealand",Georgia,2012,July,3
"New Zealand",Germany,2012,August,1
"New Zealand",Ghana,2012,September,1
Portugal,"Syrian Arab Rep.",2012,May,2
Portugal,"Syrian Arab Rep.",2012,June,6
Portugal,"Syrian Arab Rep.",2012,August,3
Portugal,"Syrian Arab Rep.",2012,September,3
Portugal,"Syrian Arab Rep.",2012,October,1
Portugal,"Syrian Arab Rep.",2012,November,5
Portugal,Togo,2012,October,1
Portugal,Turkey,2012,April,1
Portugal,Ukraine,2012,March,2
"New Zealand",Hungary,2012,March,1
"New Zealand",Hungary,2012,September,1
"New Zealand",India,2012,January,1
"New Zealand",India,2012,April,1
"New Zealand",India,2012,July,1
"New Zealand",India,2012,September,4
"New Zealand",India,2012,October,2
Canada,Myanmar,2012,December,2
Canada,Namibia,2012,January,4
Canada,Namibia,2012,February,6
Canada,Namibia,2012,March,5
Canada,Namibia,2012,April,5
Canada,Namibia,2012,May,2
Canada,Namibia,2012,June,7
Canada,Namibia,2012,July,1
Canada,Namibia,2012,August,1
Canada,Namibia,2012,September,5
Canada,Namibia,2012,October,2
"New Zealand",Nigeria,2012,September,1
"New Zealand",Oman,2012,June,2
Canada,Nepal,2012,January,5
Canada,Nepal,2012,February,11
Canada,Nepal,2012,March,2
Canada,Nepal,2012,April,1
Canada,Nepal,2012,May,3
Canada,Nepal,2012,June,4
Canada,Nepal,2012,August,6
Canada,Nepal,2012,September,7
Canada,Nepal,2012,October,6
Canada,Nepal,2012,November,5
Canada,Nepal,2012,December,2
Portugal,Colombia,2012,January,1
Portugal,Colombia,2012,March,1
Portugal,Colombia,2012,July,4
Portugal,Colombia,2012,August,4
Portugal,Cuba,2012,July,1
Portugal,Cuba,2012,November,1
Portugal,Eritrea,2012,November,2
Poland,Turkey,2012,March,2
Poland,Turkey,2012,April,1
Poland,Turkey,2012,June,1
Poland,Turkey,2012,September,3
Poland,Turkey,2012,November,1
Poland,Uganda,2012,August,1
Poland,Ukraine,2012,January,10
Poland,Ukraine,2012,February,2
Poland,Ukraine,2012,March,1
Poland,Ukraine,2012,April,9
Poland,Ukraine,2012,May,3
Poland,Ukraine,2012,June,2
Poland,Ukraine,2012,July,3
Poland,Ukraine,2012,August,6
Poland,Ukraine,2012,September,12
Poland,Ukraine,2012,October,2
Poland,Ukraine,2012,November,3
Poland,Ukraine,2012,December,5
Poland,"United States of America",2012,December,2
Poland,Uzbekistan,2012,February,1
Poland,Uzbekistan,2012,March,3
Poland,Uzbekistan,2012,June,7
Poland,Uzbekistan,2012,August,1
Poland,Uzbekistan,2012,November,1
Poland,Kazakhstan,2012,January,23
Poland,Kazakhstan,2012,February,24
Poland,Kazakhstan,2012,March,2
Poland,Kazakhstan,2012,April,20
Poland,Kazakhstan,2012,May,12
Poland,Kazakhstan,2012,June,14
Poland,Kazakhstan,2012,August,10
Poland,Kazakhstan,2012,October,4
Poland,Kazakhstan,2012,November,11
Poland,Kenya,2012,October,1
Poland,Kyrgyzstan,2012,March,2
Poland,Kyrgyzstan,2012,April,1
Poland,Kyrgyzstan,2012,May,5
Poland,Kyrgyzstan,2012,June,8
Poland,Kyrgyzstan,2012,September,6
Poland,Kyrgyzstan,2012,November,2
Poland,Kyrgyzstan,2012,December,6
Portugal,Afghanistan,2012,March,1
Portugal,Afghanistan,2012,May,2
Portugal,Afghanistan,2012,July,1
Portugal,Afghanistan,2012,August,1
Romania,Afghanistan,2012,January,10
Romania,Afghanistan,2012,February,16
Romania,Afghanistan,2012,March,53
Romania,Afghanistan,2012,April,17
Romania,Afghanistan,2012,May,17
Romania,Afghanistan,2012,June,17
Romania,Afghanistan,2012,July,26
Romania,Afghanistan,2012,August,32
Romania,Afghanistan,2012,September,9
Romania,Afghanistan,2012,November,1
Romania,Afghanistan,2012,December,2
Romania,Albania,2012,July,1
Romania,Albania,2012,November,1
Canada,"The former Yugoslav Rep. of Macedonia",2012,January,1
Canada,"The former Yugoslav Rep. of Macedonia",2012,April,1
Canada,"The former Yugoslav Rep. of Macedonia",2012,July,1
Canada,"The former Yugoslav Rep. of Macedonia",2012,September,2
Canada,"The former Yugoslav Rep. of Macedonia",2012,October,1
Canada,"The former Yugoslav Rep. of Macedonia",2012,November,1
Canada,"The former Yugoslav Rep. of Macedonia",2012,December,1
Canada,"Viet Nam",2012,February,1
Canada,"Viet Nam",2012,March,3
Canada,"Viet Nam",2012,April,2
Canada,"Viet Nam",2012,May,4
Canada,"Viet Nam",2012,June,1
Canada,"Viet Nam",2012,July,2
Canada,"Viet Nam",2012,August,5
Canada,"Viet Nam",2012,September,2
Canada,"Viet Nam",2012,October,4
Canada,"Viet Nam",2012,November,3
Canada,"Viet Nam",2012,December,2
Portugal,Angola,2012,January,1
Portugal,Angola,2012,March,2
Portugal,Angola,2012,April,1
Portugal,Egypt,2012,March,1
Canada,"Rep. of Moldova",2012,January,2
Canada,"Rep. of Moldova",2012,February,4
Canada,"Rep. of Moldova",2012,March,2
Canada,"Rep. of Moldova",2012,April,3
Canada,"Rep. of Moldova",2012,June,2
Canada,"Rep. of Moldova",2012,August,2
Canada,"Rep. of Moldova",2012,September,2
Canada,"Rep. of Moldova",2012,November,2
Canada,"Saint Kitts and Nevis",2012,April,1
Canada,"Saint Kitts and Nevis",2012,May,1
Canada,"Saint Kitts and Nevis",2012,June,1
Canada,"Saint Kitts and Nevis",2012,July,3
Canada,"Saint Kitts and Nevis",2012,August,4
Portugal,Bangladesh,2012,May,1
Portugal,Bangladesh,2012,September,1
Portugal,Belarus,2012,January,3
Portugal,Belarus,2012,April,2
Portugal,Belarus,2012,May,1
Portugal,Belarus,2012,July,1
Portugal,Belarus,2012,August,2
Portugal,Belarus,2012,September,6
Portugal,Brazil,2012,August,1
Romania,Algeria,2012,January,110
Romania,Algeria,2012,February,67
Romania,Algeria,2012,March,79
Romania,Algeria,2012,April,46
Romania,Algeria,2012,May,62
Romania,Algeria,2012,June,71
Romania,Algeria,2012,July,85
Romania,Algeria,2012,August,32
Romania,Algeria,2012,September,30
Romania,Algeria,2012,October,15
Romania,Algeria,2012,December,3
Romania,Angola,2012,January,1
Romania,Angola,2012,March,2
Romania,Angola,2012,April,1
Romania,Angola,2012,May,1
Romania,Egypt,2012,January,1
Romania,Egypt,2012,March,5
Romania,Egypt,2012,April,6
Romania,Egypt,2012,May,6
Romania,Egypt,2012,June,9
Romania,Egypt,2012,July,5
Romania,Egypt,2012,August,1
Romania,Egypt,2012,September,4
Romania,Egypt,2012,October,8
Romania,Egypt,2012,November,3
Romania,Egypt,2012,December,7
Romania,Australia,2012,July,1
Canada,Tajikistan,2012,November,4
Canada,"Saint Kitts and Nevis",2012,September,1
Poland,Libya,2012,January,1
Poland,Libya,2012,July,1
Poland,Lebanon,2012,April,1
Poland,Lebanon,2012,July,4
Poland,Lebanon,2012,August,2
Poland,Lebanon,2012,October,3
Poland,"Russian Federation",2012,January,223
Poland,"Russian Federation",2012,February,234
Poland,"Russian Federation",2012,March,333
Poland,"Russian Federation",2012,April,276
Poland,"Russian Federation",2012,May,228
Poland,"Russian Federation",2012,June,271
Poland,"Russian Federation",2012,July,380
Poland,"Russian Federation",2012,August,451
Poland,"Russian Federation",2012,September,531
Poland,"Russian Federation",2012,October,629
Poland,"Russian Federation",2012,November,636
Poland,"Russian Federation",2012,December,748
Portugal,Cameroon,2012,January,1
Portugal,Cameroon,2012,February,1
Portugal,Cameroon,2012,April,1
Portugal,Cameroon,2012,July,1
Portugal,Congo,2012,January,1
Portugal,Congo,2012,April,1
Canada,Netherlands,2012,April,2
Canada,Netherlands,2012,May,3
Canada,Netherlands,2012,July,3
Canada,Netherlands,2012,October,1
Portugal,Ethiopia,2012,January,1
Portugal,Gambia,2012,August,1
Portugal,Palestinian,2012,June,1
Portugal,Georgia,2012,January,1
Portugal,Georgia,2012,March,2
Portugal,Georgia,2012,July,1
Canada,Niger,2012,February,1
Canada,Niger,2012,March,1
Canada,Niger,2012,April,2
Canada,Niger,2012,July,1
Canada,Niger,2012,September,1
Canada,Niger,2012,October,1
Canada,Niger,2012,November,1
Poland,Rwanda,2012,March,2
Portugal,Ghana,2012,November,1
Portugal,Ghana,2012,December,1
Portugal,Guinea-Bissau,2012,January,2
Portugal,Guinea-Bissau,2012,March,1
Portugal,Guinea-Bissau,2012,April,2
Portugal,Guinea-Bissau,2012,May,3
Portugal,Guinea-Bissau,2012,June,3
Portugal,Guinea-Bissau,2012,July,2
Portugal,Guinea-Bissau,2012,August,2
Portugal,Guinea-Bissau,2012,September,1
Portugal,Guinea-Bissau,2012,October,2
Portugal,Guinea-Bissau,2012,December,1
Poland,Senegal,2012,February,1
Poland,Somalia,2012,July,3
Poland,Somalia,2012,December,4
Portugal,Guinea,2012,January,8
Portugal,Guinea,2012,February,1
Portugal,Guinea,2012,March,13
Portugal,Guinea,2012,April,7
Portugal,Guinea,2012,May,13
Portugal,Guinea,2012,June,3
Portugal,Guinea,2012,July,3
Portugal,Guinea,2012,August,11
Portugal,Guinea,2012,December,5
Portugal,"Côte d'Ivoire",2012,April,3
Portugal,"Côte d'Ivoire",2012,May,2
Portugal,"Côte d'Ivoire",2012,November,4
Portugal,"Côte d'Ivoire",2012,December,2
Portugal,India,2012,July,1
Canada,Guatemala,2012,January,13
Canada,Guatemala,2012,February,18
Canada,Guatemala,2012,March,14
Canada,Guatemala,2012,April,7
Canada,Guatemala,2012,May,15
Canada,Guatemala,2012,June,8
Canada,Guatemala,2012,July,10
Canada,Guatemala,2012,August,11
Canada,Guatemala,2012,September,7
Canada,Guatemala,2012,October,2
Canada,Guatemala,2012,November,6
Canada,Guatemala,2012,December,1
Canada,Turkmenistan,2012,August,1
Poland,"Sri Lanka",2012,September,1
Poland,"Sri Lanka",2012,December,1
Canada,Togo,2012,January,3
Canada,Togo,2012,May,1
Canada,Togo,2012,June,1
Canada,Togo,2012,July,2
Canada,Togo,2012,October,1
Canada,Togo,2012,December,1
Poland,"Viet Nam",2012,March,1
Poland,"Viet Nam",2012,May,1
Poland,"Viet Nam",2012,June,6
Poland,"Viet Nam",2012,July,6
Poland,"Viet Nam",2012,August,4
Poland,"Viet Nam",2012,September,12
Poland,"Viet Nam",2012,October,2
Poland,"Viet Nam",2012,November,15
Poland,"Viet Nam",2012,December,3
Portugal,"Dem. Rep. of the Congo",2012,January,2
Portugal,"Dem. Rep. of the Congo",2012,March,2
Portugal,"Dem. Rep. of the Congo",2012,April,1
Portugal,"Dem. Rep. of the Congo",2012,May,2
Portugal,"Dem. Rep. of the Congo",2012,July,1
Portugal,"Dem. Rep. of the Congo",2012,August,7
Portugal,"Dem. Rep. of the Congo",2012,October,2
Portugal,"Dem. Rep. of the Congo",2012,November,1
Portugal,Comoros,2012,June,1
Portugal,Comoros,2012,November,1
Canada,Sudan,2012,January,6
Canada,Sudan,2012,February,5
Canada,Sudan,2012,March,3
Canada,Sudan,2012,April,4
Canada,Sudan,2012,May,5
Canada,Sudan,2012,June,3
Canada,Sudan,2012,July,7
Canada,Sudan,2012,August,20
Canada,Sudan,2012,September,22
Canada,Sudan,2012,October,7
Canada,Sudan,2012,November,8
Canada,Sudan,2012,December,8
Portugal,"Iran (Islamic Rep. of)",2012,January,1
Portugal,"Iran (Islamic Rep. of)",2012,February,1
Portugal,"Iran (Islamic Rep. of)",2012,July,1
Portugal,"Iran (Islamic Rep. of)",2012,August,1
Portugal,"Iran (Islamic Rep. of)",2012,December,1
Portugal,Iraq,2012,July,1
Portugal,Kenya,2012,May,1
Canada,Rwanda,2012,January,6
Canada,Rwanda,2012,February,9
Canada,Rwanda,2012,March,7
Canada,Rwanda,2012,April,5
Canada,Rwanda,2012,May,4
Canada,Rwanda,2012,June,5
Canada,Rwanda,2012,July,3
Canada,Rwanda,2012,August,9
Canada,Rwanda,2012,September,6
Canada,Rwanda,2012,October,3
Canada,Rwanda,2012,November,7
Canada,Rwanda,2012,December,7
Poland,"Rep. of Moldova",2012,May,1
Poland,"Rep. of Moldova",2012,June,1
Poland,"Rep. of Moldova",2012,September,3
Canada,"El Salvador",2012,January,18
Canada,"El Salvador",2012,February,31
Canada,"El Salvador",2012,March,28
Canada,"El Salvador",2012,April,41
Canada,"El Salvador",2012,May,46
Canada,"El Salvador",2012,June,56
Canada,"El Salvador",2012,July,32
Canada,"El Salvador",2012,August,13
Canada,"El Salvador",2012,September,14
Canada,"El Salvador",2012,October,23
Canada,"El Salvador",2012,November,41
Canada,"El Salvador",2012,December,19
Romania,Nigeria,2012,January,2
Romania,Nigeria,2012,February,1
Romania,Nigeria,2012,March,3
Romania,Nigeria,2012,April,2
Romania,Nigeria,2012,May,7
Romania,Nigeria,2012,June,3
Romania,Nigeria,2012,August,6
Romania,Nigeria,2012,September,4
Romania,Nigeria,2012,October,4
Romania,Nigeria,2012,November,1
Poland,Mongolia,2012,February,1
Poland,Mongolia,2012,May,2
Poland,Mongolia,2012,July,7
Poland,Mongolia,2012,August,2
Poland,Morocco,2012,February,1
Poland,Morocco,2012,July,1
Poland,Myanmar,2012,August,1
Poland,Nepal,2012,February,1
Poland,Nepal,2012,July,1
Canada,Nicaragua,2012,January,3
Canada,Nicaragua,2012,February,6
Canada,Nicaragua,2012,March,1
Canada,Nicaragua,2012,April,1
Canada,Nicaragua,2012,May,3
Canada,Nicaragua,2012,June,1
Canada,Nicaragua,2012,November,4
Canada,Nicaragua,2012,December,1
Canada,Nigeria,2012,January,60
Canada,Nigeria,2012,February,75
Canada,Nigeria,2012,March,49
Canada,Nigeria,2012,April,50
Canada,Nigeria,2012,May,45
Canada,Nigeria,2012,June,60
Canada,Nigeria,2012,July,52
Canada,Nigeria,2012,August,46
Canada,Nigeria,2012,September,64
Canada,Nigeria,2012,October,84
Canada,Nigeria,2012,November,55
Canada,Nigeria,2012,December,60
Poland,Stateless,2012,February,7
Poland,Stateless,2012,March,1
Poland,Stateless,2012,April,3
Poland,Stateless,2012,May,1
Poland,Stateless,2012,July,1
Poland,Stateless,2012,August,1
Poland,Stateless,2012,September,7
Poland,Stateless,2012,October,6
Poland,Stateless,2012,November,2
Poland,Stateless,2012,December,6
Poland,Sudan,2012,May,1
Poland,"Syrian Arab Rep.",2012,February,1
Poland,"Syrian Arab Rep.",2012,March,2
Poland,"Syrian Arab Rep.",2012,April,4
Poland,"Syrian Arab Rep.",2012,June,3
Poland,"Syrian Arab Rep.",2012,July,2
Poland,"Syrian Arab Rep.",2012,August,2
Poland,"Syrian Arab Rep.",2012,September,6
Poland,"Syrian Arab Rep.",2012,October,39
Poland,"Syrian Arab Rep.",2012,November,28
Canada,"Trinidad and Tobago",2012,January,2
Canada,"Trinidad and Tobago",2012,February,4
Canada,"Trinidad and Tobago",2012,March,1
Canada,"Trinidad and Tobago",2012,April,2
Canada,"Trinidad and Tobago",2012,May,2
Canada,"Trinidad and Tobago",2012,June,2
Canada,"Trinidad and Tobago",2012,July,1
Canada,"Trinidad and Tobago",2012,August,2
Canada,"Trinidad and Tobago",2012,September,6
Canada,"Trinidad and Tobago",2012,October,4
Canada,"Trinidad and Tobago",2012,November,7
Canada,"Trinidad and Tobago",2012,December,1
Spain,Argentina,2012,March,1
Spain,Argentina,2012,July,1
Spain,Argentina,2012,August,1
Spain,Argentina,2012,November,2
Poland,"Syrian Arab Rep.",2012,December,20
Spain,Armenia,2012,January,1
Spain,Armenia,2012,February,5
Spain,Armenia,2012,March,1
Spain,Armenia,2012,June,1
Spain,Armenia,2012,September,1
Spain,Armenia,2012,October,1
Spain,Armenia,2012,November,1
Spain,Armenia,2012,December,1
Canada,Guinea,2012,January,7
Canada,Guinea,2012,February,10
Canada,Guinea,2012,March,8
Canada,Guinea,2012,April,4
Canada,Guinea,2012,May,6
Canada,Guinea,2012,June,7
Canada,Guinea,2012,July,4
Canada,Guinea,2012,August,5
Canada,Guinea,2012,September,9
Canada,Guinea,2012,October,7
Canada,Guinea,2012,November,5
Canada,Guinea,2012,December,10
Canada,Norway,2012,March,1
Canada,Norway,2012,June,2
Canada,Norway,2012,November,1
Portugal,Libya,2012,August,4
Portugal,"Sri Lanka",2012,January,2
Portugal,"Sri Lanka",2012,February,3
Portugal,"Sri Lanka",2012,July,4
Portugal,"Sri Lanka",2012,September,4
Portugal,"Sri Lanka",2012,November,1
Portugal,Mauritania,2012,July,1
Portugal,Mali,2012,February,1
Portugal,Mali,2012,July,1
Poland,Nigeria,2012,February,2
Poland,Nigeria,2012,March,1
Poland,Nigeria,2012,May,3
Poland,Nigeria,2012,July,1
Poland,Nigeria,2012,August,2
Poland,Nigeria,2012,September,1
Poland,Nigeria,2012,October,1
Poland,Nigeria,2012,November,1
Poland,Nigeria,2012,December,1
Spain,Azerbaijan,2012,May,1
Spain,Burundi,2012,March,1
Spain,Benin,2012,January,1
Spain,Benin,2012,February,1
Spain,Benin,2012,November,1
Spain,Bangladesh,2012,January,1
Poland,"United Rep. of Tanzania",2012,July,1
Poland,Tajikistan,2012,May,6
Poland,Tajikistan,2012,November,3
Poland,Turkmenistan,2012,May,1
Poland,Turkmenistan,2012,July,6
Poland,Pakistan,2012,January,1
Poland,Pakistan,2012,February,2
Poland,Pakistan,2012,March,2
Poland,Pakistan,2012,April,7
Poland,Pakistan,2012,May,2
Poland,Pakistan,2012,June,1
Poland,Pakistan,2012,July,3
Poland,Pakistan,2012,August,3
Poland,Pakistan,2012,September,2
Poland,Pakistan,2012,October,2
Poland,Pakistan,2012,November,3
Poland,Pakistan,2012,December,6
Poland,Philippines,2012,August,1
Portugal,Morocco,2012,August,1
Portugal,Morocco,2012,October,1
Portugal,Morocco,2012,December,2
Portugal,Nepal,2012,June,1
Portugal,Nepal,2012,July,1
Portugal,Nigeria,2012,January,3
Portugal,Nigeria,2012,March,1
Portugal,Nigeria,2012,April,7
Portugal,Nigeria,2012,May,6
Portugal,Nigeria,2012,June,1
Portugal,Nigeria,2012,July,5
Portugal,Nigeria,2012,August,2
Portugal,Nigeria,2012,November,1
Portugal,Nigeria,2012,December,1
Canada,Kuwait,2012,January,5
Canada,Kuwait,2012,February,2
Canada,Kuwait,2012,March,4
Canada,Kuwait,2012,April,4
Canada,Kuwait,2012,May,4
Canada,Kuwait,2012,June,3
Canada,Kuwait,2012,July,5
Canada,Kuwait,2012,August,4
Canada,Kuwait,2012,September,2
Canada,Kuwait,2012,October,2
Canada,Kuwait,2012,November,7
Canada,"Lao People's Dem. Rep.",2012,April,2
Canada,"Lao People's Dem. Rep.",2012,October,1
Canada,Tunisia,2012,January,2
Canada,Tunisia,2012,February,13
Canada,Tunisia,2012,March,3
Canada,Tunisia,2012,April,2
Canada,Tunisia,2012,May,2
Canada,Tunisia,2012,June,3
Canada,Tunisia,2012,July,2
Canada,Tunisia,2012,August,6
Canada,Tunisia,2012,September,4
Canada,Tunisia,2012,October,8
Canada,Tunisia,2012,November,5
Canada,Tunisia,2012,December,4
Canada,Turkey,2012,January,44
Canada,Turkey,2012,February,35
Canada,Turkey,2012,March,39
Canada,Turkey,2012,April,19
Canada,Turkey,2012,May,29
Canada,Turkey,2012,June,41
Canada,Turkey,2012,July,40
Canada,Turkey,2012,August,26
Canada,Turkey,2012,September,30
Canada,Turkey,2012,October,23
Canada,Turkey,2012,November,30
Canada,Turkey,2012,December,13
Spain,Bangladesh,2012,February,2
Poland,Togo,2012,December,1
Poland,Tunisia,2012,February,1
Poland,Tunisia,2012,April,3
Poland,Tunisia,2012,July,1
Poland,Tunisia,2012,September,2
Canada,"Saudi Arabia",2012,January,5
Canada,"Saudi Arabia",2012,February,7
Canada,"Saudi Arabia",2012,March,8
Canada,"Saudi Arabia",2012,April,4
Canada,"Saudi Arabia",2012,June,9
Canada,"Saudi Arabia",2012,July,4
Canada,"Saudi Arabia",2012,August,25
Canada,"Saudi Arabia",2012,September,9
Canada,"Saudi Arabia",2012,October,29
Canada,"Saudi Arabia",2012,November,23
Canada,"Saudi Arabia",2012,December,14
Canada,Senegal,2012,January,2
Canada,Senegal,2012,February,4
Canada,Senegal,2012,March,5
Canada,Senegal,2012,April,3
Canada,Senegal,2012,May,2
Canada,Senegal,2012,June,2
Canada,Senegal,2012,July,3
Canada,Senegal,2012,August,3
Canada,Senegal,2012,September,3
Canada,Senegal,2012,October,5
Canada,Senegal,2012,November,2
Canada,Senegal,2012,December,8
Canada,Singapore,2012,January,1
Canada,Singapore,2012,February,2
Canada,Singapore,2012,June,3
Canada,Singapore,2012,July,1
Spain,Bangladesh,2012,March,5
Canada,"United Arab Emirates",2012,January,8
Canada,"United Arab Emirates",2012,February,1
Canada,"United Arab Emirates",2012,April,4
Canada,"United Arab Emirates",2012,May,2
Canada,"United Arab Emirates",2012,June,1
Canada,"United Arab Emirates",2012,August,15
Canada,"United Arab Emirates",2012,September,5
Canada,"United Arab Emirates",2012,October,5
Canada,"United Arab Emirates",2012,November,4
Canada,"United Arab Emirates",2012,December,1
Canada,Liberia,2012,February,1
Canada,Liberia,2012,March,2
Canada,Liberia,2012,May,1
Canada,Liberia,2012,June,1
Canada,Liberia,2012,July,2
Canada,Liberia,2012,October,2
Canada,Liberia,2012,November,1
Romania,Pakistan,2012,January,11
Romania,Pakistan,2012,February,17
Romania,Pakistan,2012,March,23
Romania,Pakistan,2012,April,10
Romania,Pakistan,2012,May,10
Romania,Pakistan,2012,June,48
Romania,Pakistan,2012,July,20
Romania,Pakistan,2012,August,35
Romania,Pakistan,2012,September,99
Romania,Pakistan,2012,October,42
Romania,Pakistan,2012,November,16
Romania,Pakistan,2012,December,4
Spain,Bangladesh,2012,April,1
Cyprus,Algeria,2012,March,1
Spain,Bangladesh,2012,May,1
Spain,Bangladesh,2012,June,7
Spain,Bangladesh,2012,July,6
Spain,Bangladesh,2012,October,2
Spain,Bangladesh,2012,December,3
Spain,"Burkina Faso",2012,January,1
Spain,"Burkina Faso",2012,February,2
Spain,"Burkina Faso",2012,April,2
Spain,"Burkina Faso",2012,August,2
Spain,"Burkina Faso",2012,September,2
Spain,"Burkina Faso",2012,November,1
Spain,"Burkina Faso",2012,December,1
Cyprus,Egypt,2012,January,12
Romania,India,2012,February,2
